H_over_D,sigma_R,Esr_over_Ed
0.2776886035313001,2.9885786802030463,20.0
0.2969502407704654,2.855329949238579,20.0
0.3146067415730337,2.728426395939086,20.0
0.333868378812199,2.5951776649746194,20.0
0.3547351524879614,2.461928934010152,20.0
0.3739967897271268,2.328680203045685,20.0
0.3900481540930979,2.2335025380710665,20.0
0.4173354735152488,2.0812182741116745,20.0
0.4414125200642054,1.9543147208121825,20.0
0.463884430176565,1.8337563451776644,20.0
0.4911717495987159,1.6814720812182733,20.0
0.5152487961476726,1.5736040609137047,20.0
0.536115569823435,1.491116751269035,20.0
0.565008025682183,1.3832487309644668,20.0
0.5987158908507224,1.2690355329949234,20.0
0.6276083467094704,1.186548223350254,20.0
0.664526484751204,1.091370558375634,20.0
0.6998394863563404,1.027918781725888,20.0
0.7335473515248796,0.9581218274111674,20.0
0.7752808988764046,0.8946700507614205,20.0
0.8154093097913322,0.8312182741116745,20.0
0.8603531300160514,0.7614213197969537,20.0
0.9004815409309792,0.7106598984771564,20.0
0.1380417335473515,4.49238578680203,30.0
0.1685393258426966,4.282994923857869,30.0
0.1878009630818619,4.143401015228427,30.0
0.2086677367576244,4.022842639593909,30.0
0.2311396468699839,3.864213197969544,30.0
0.2536115569823435,3.699238578680203,30.0
0.2680577849117175,3.58502538071066,30.0
0.2841091492776885,3.451776649746193,30.0
0.3065810593900481,3.280456852791878,30.0
0.3274478330658106,3.0964467005076144,30.0
0.3467094703049759,2.9251269035533,30.0
0.3675762439807384,2.741116751269036,30.0
0.3884430176565007,2.5634517766497464,30.0
0.4093097913322632,2.379441624365483,30.0
0.4317817014446228,2.214467005076142,30.0
0.4542536115569823,2.055837563451777,30.0
0.479935794542536,1.8908629441624365,30.0
0.5088282504012842,1.7258883248730958,30.0
0.534510433386838,1.592639593908629,30.0
0.5601926163723916,1.4847715736040603,30.0
0.5922953451043338,1.3578680203045677,30.0
0.6211878009630818,1.2690355329949234,30.0
0.6452648475120386,1.192893401015228,30.0
0.6757624398073836,1.1167512690355332,30.0
0.6998394863563404,1.065989847715736,30.0
0.2022471910112359,4.663705583756346,50.0
0.2199036918138041,4.511421319796955,50.0
0.2391653290529695,4.34010152284264,50.0
0.2568218298555376,4.156091370558376,50.0
0.2776886035313001,3.953045685279189,50.0
0.2921348314606741,3.800761421319797,50.0
0.3097913322632423,3.623096446700508,50.0
0.3258426966292135,3.4454314720812182,50.0
0.3418940609951845,3.2868020304568533,50.0
0.3611556982343499,3.1027918781725887,50.0
0.3820224719101123,2.8807106598984777,50.0
0.4028892455858747,2.7093908629441628,50.0
0.4237560192616372,2.5063451776649743,50.0
0.4510433386837881,2.2906091370558377,50.0
0.4751203852327447,2.1065989847715736,50.0
0.4959871589085071,1.967005076142132,50.0
0.5280898876404494,1.7639593908629445,50.0
0.5521669341894062,1.6307106598984769,50.0
0.5810593900481542,1.49746192893401,50.0
0.6147672552166934,1.370558375634518,50.0
0.6452648475120386,1.256345177664974,50.0
0.6709470304975924,1.186548223350254,50.0
0.6982343499197434,1.1040609137055828,50.0
0.276083467094703,4.84771573604061,100.0
0.2889245585874799,4.612944162436548,100.0
0.3001605136436597,4.441624365482234,100.0
0.3130016051364366,4.251269035532996,100.0
0.3258426966292135,4.041878172588833,100.0
0.3418940609951845,3.8134517766497456,100.0
0.3579454253611557,3.610406091370559,100.0
0.377207062600321,3.3565989847715736,100.0
0.3964686998394863,3.1218274111675126,100.0
0.4221508828250401,2.8172588832487317,100.0
0.449438202247191,2.544416243654822,100.0
0.4719101123595506,2.354060913705584,100.0
0.4959871589085071,2.1446700507614214,100.0
0.5200642054574638,1.973350253807106,100.0
0.5393258426966292,1.846446700507614,100.0
0.563402889245586,1.6941624365482235,100.0
0.595505617977528,1.5418781725888318,100.0
0.622792937399679,1.4213197969543143,100.0
0.6532905296950242,1.3007614213197964,100.0
0.6821829855537722,1.199238578680203,100.0
0.7110754414125202,1.1104060913705576,100.0
0.7415730337078652,1.034263959390862,100.0
0.7720706260032104,0.9644670050761412,100.0
0.8041733547351526,0.90736040609137,100.0
0.841091492776886,0.8375634517766493,100.0
0.8892455858747994,0.7677664974619285,100.0
0.9293739967897272,0.7106598984771564,100.0
0.9743178170144464,0.6472081218274113,100.0
0.998394863563403,0.6218274111675122,100.0
